category_class	label	definition	synonyms	subsets	crossreferences	txgnn	medical_specialization	anatomical
MONDO:0024472	boutonneuse fever	An infectious disease of the Mediterranean area, the Crimea, Africa, and India, caused by infection with rickettsia conorii subsp. coronorii.	Mediterranean tick fever; boutonneuse fever; Kenya fever; marseilles fever; tick typhus due to rickettsia conorii; South African tick-bite fever; Mediterranean spotted fever; fievre boutonneuse; African tick typhus; Conor and Bruch's disease; Kenya tick typhus; Kenyan tick typhus; boutonneuse disease	mondo:orphanet_rare; mondo:gard_rare; mondo:ordo_disorder; mondo:nord_rare; mondo:rare; mondo:ordo_etiological_subtype	SCTID:186774005; Orphanet:101334; MedDRA:10006045; ICD9:082.1; DOID:14095; icd11.foundation:1771381430; GARD:19031; MEDGEN:14205; Orphanet:83313; MESH:D001907; UMLS:C0006060	autoimmune_diseases|inflammatory_disease	dermatology | rheumatology	joint_disorder | immune_disorder | skin_disorder
MONDO:0005498	botulism	A serious bacterial infection caused by botulinum toxin which is produced by Clostridium botulinum. Patients are infected usually by ingestion of contaminated food or wound contamination. It leads to muscle paralysis which may result in respiratory failure.	botulism poisoning; botulism; infection due to Clostridium botulinum	mondo:rare; mondo:otar; mondo:gard_rare; mondo:nord_rare; mondo:ordo_disorder; mondo:orphanet_rare	MEDGEN:14204; GARD:943; CSP:5000-0060; EFO:0005542; MedDRA:10006041; NCIT:C84599; NORD:867; SCTID:398565003; MESH:D001906; UMLS:C0006057; DOID:11976; Orphanet:1267; icd11.foundation:78422942	neurodegenerative_disease | autoimmune_diseases	neurology | toxicology is not in the list so this will be neurology	brain_disorder|muscle_disorder
MONDO:0957421	borna virus encephalitis	A human disease caused by infection with Borna disease virus.		mondo:rare; mondo:ordo_disorder; mondo:gard_rare; mondo:orphanet_rare	Orphanet:637051; UMLS:C5816783; MESH:D001890; MEDGEN:1843023	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | pediatric	brain_disorder | spinal_disorder | other
MONDO:0001156	borderline personality disorder	A disorder characterized by an enduring pattern of unstable self-image and mood together with volatile interpersonal relationships, self-damaging impulsivity, recurrent suicidal threats or gestures and/or self-mutilating behavior.	BPD; borderline personality disorder (disease); borderline personality disorder		MESH:D001883; UMLS:C0006012; SCTID:20010003; DOID:10930; NCIT:C92633; HP:0012076; icd11.foundation:189289487; ICD9:301.83; MEDGEN:14197	mental_health_disorder|autoimmune_diseases	neurology | psychiatry	brain_disorder | other
MONDO:0020662	borderline ovarian serous tumor	A low grade serous epithelial neoplasm arising from the ovary. It is characterized by an atypical proliferation of serous-type epithelial cells without evidence of stromal invasion. It is often asymptomatic but rarely it may present with abdominal pain or abdominal enlargement due to rupture or torsion.	borderline ovarian serous neoplasm; serous ovarian tumour of low malignant potential; borderline serous tumor of ovary; serous tumour of the ovary with low malignant potential; ovarian serous neoplasm of low malignant potential; proliferating serous neoplasm of the ovary; serous tumour of ovary with low malignant potential; serous ovarian neoplasm of low malignant potential; serous neoplasm of ovary with low malignant potential; serous tumor of the ovary with low malignant potential; serous tumor of ovary with low malignant potential; borderline ovarian serous tumor; proliferating serous tumor of the ovary; serous ovarian tumor of low malignant potential; borderline serous tumour of the ovary; proliferating serous tumour of the ovary; borderline serous neoplasm of ovary; ovarian serous tumor of low malignant potential; borderline serous tumour of ovary; borderline serous tumor of the ovary; ovarian serous tumour of low malignant potential; proliferating ovarian serous tumor; serous neoplasm of the ovary with low malignant potential; proliferating serous tumor of ovary; proliferating serous tumour of ovary; proliferating ovarian serous neoplasm; proliferating serous neoplasm of ovary; proliferating ovarian serous tumour; borderline serous neoplasm of the ovary	mondo:rare; mondo:otar; mondo:gard_rare	MEDGEN:231957; EFO:1000139; NCIT:C5226; UMLS:C1332598	cancer | adrenal_gland_disease	obstetrics_and_gynecology | oncology	reproductive_system_disorder | other
MONDO:0005125	borderline leprosy	A form of leprosy in which there are clinical manifestations of both principal types (lepromatous and tuberculoid). The disease may shift toward one of these two polar or principal forms.	borderline leprosy [group B]; borderline or dimorphous leprosy; Midborderline leprosy	mondo:gard_rare; mondo:icd10_billable; mondo:otar; mondo:rare	EFO:0001055; ICD9:030.3; DOID:1023; SCTID:400154003; ICD10CM:A30.3; MEDGEN:7305; icd11.foundation:56771163; MESH:D015439; UMLS:C0023346	autoimmune_diseases|inflammatory_disease	dermatology | other	skin_disorder | immune_disorder | lymphatic_disorder
MONDO:0007206	bone pain, periodic		bone pain, periodic		UMLS:C1862176; MEDGEN:350612; OMIM:112270	metabolic_disorder | autoimmune_diseases | inflammatory_disease	rheumatology|orthopaedic	bone_disorder|joint_disorder|spinal_disorder|muscle_disorder|blood_bone_marrow_disorder
MONDO:0002629	bone osteosarcoma	A usually aggressive malignant bone-forming mesenchymal neoplasm arising from the bone. It may arise de novo or from a pre-existing lesion of the bone. Pain and a palpable mass are the most frequent clinical sign and symptom. It may spread to other anatomic sites, particularly the lungs.	osteosarcoma, somatic; osteosarcoma, somatic mutation; osteosarcoma of bone; primary osteosarcoma of bone; bone osteosarcoma	mondo:gard_rare; mondo:otar; mondo:ordo_disorder; mondo:rare; mondo:nord_rare; mondo:orphanet_rare	MEDGEN:108437; OMIM:259500; DOID:3376; SCTID:307576001; GARD:7284; ICD9:170.9; UMLS:C0585442; Orphanet:668; MedDRA:10031291; NCIT:C53707	cancer | bone cancer	oncology | orthopaedic | pediatric	bone_disorder|spinal_disorder
MONDO:0030015	bone marrow failure syndrome 6		BMFS6; BONE MARROW FAILURE SYNDROME 6; bone marrow failure syndrome 6	mondo:otar; mondo:gard_rare; mondo:rare; mondo:nord_rare	MEDGEN:1717739; OMIM:618849; UMLS:C5394274	anemia | cancer	hematology | oncology | pediatric | hematogenetics_and_genomics | genetics_and_genomics	blood_bone_marrow_disorder|immune_disorder
MONDO:0032573	bone marrow failure syndrome 5			mondo:rare; mondo:nord_rare; mondo:gard_rare	UMLS:C4748488; MEDGEN:1648380; OMIM:618165	anemia | cancer | bone marrow failure syndrome can also be related to other conditions such as autoimmune diseases and inflammatory disease	hematology | genetics_and_genomics	blood_bone_marrow_disorder | immune_disorder | other
MONDO:0020856	bone marrow failure syndrome 4		BMFS4; BONE MARROW FAILURE SYNDROME 4	mondo:rare; mondo:gard_rare; mondo:nord_rare	UMLS:C4748257; MEDGEN:1648485; OMIM:618116	anemia | cancer	hematology | genetics_and_genomics | oncology	blood_bone_marrow_disorder | blood_bone_marrow_disorder
MONDO:0014887	bone marrow failure syndrome 3	Any bone marrow failure syndrome in which the cause of the disease is a mutation in the DNAJC21 gene.	DNAJC21 bone marrow failure syndrome; bone marrow failure syndrome 3; bone marrow failure syndrome caused by mutation in DNAJC21; BMFS3; bone marrow failure syndrome type 3	mondo:rare; mondo:nord_rare; mondo:gard_rare	UMLS:C4310744; OMIM:617052; MEDGEN:934711	| anemia | cancer	hematology | genetics_and_genomics | oncology | pediatric | hematoloogy	blood_bone_marrow_disorder|immune_disorder
MONDO:0859288	bone marrow failure and diabetes mellitus syndrome				MEDGEN:1823991; UMLS:C5774218; OMIM:620044	metabolic_disorder|anemia	hematology | endocrinology	endocrine_disorder | blood_bone_marrow_disorder
MONDO:0002624	bone leiomyosarcoma	A rare aggressive malignant smooth muscle neoplasm, arising from the bone. It is characterized by a proliferation of neoplastic spindle cells.	leiomyosarcoma of bone; bone tissue leiomyosarcoma; bone leiomyosarcoma; leiomyosarcoma of bone tissue	mondo:gard_rare; mondo:rare	MEDGEN:234043; UMLS:C1332579; DOID:3367; NCIT:C7154	cancer | bone cancer | tumor	oncology | orthopaedic	bone_disorder | muscle_disorder
MONDO:0005674	bone giant cell tumor	A benign but locally aggressive tumor that arises from the bone and is composed of mononuclear cells admixed with macrophages and osteoclast-like giant cells. It usually arises from the ends of long bones or the vertebrae. Clinical presentation includes pain, edema, and decreased range of motion in the affected joint.	GCT of bone; giant cell tumor of bone (morphologic abnormality); giant cell tumor of bone NOS (morphologic abnormality); giant cell tumour of the bone; giant cell tumor of the bone; benign bone giant cell tumour; giant cell tumour of bone (morphologic abnormality); giant cell tumour of bone; benign bone giant cell tumor; giant cell tumor of bone; Osteoclastoma, benign; giant cell tumour of bone NOS (morphologic abnormality); giant cell tumor, benign; giant cell neoplasm of bone	mondo:gard_rare; mondo:nord_rare; mondo:rare; mondo:ordo_disorder; mondo:orphanet_rare; mondo:otar	EFO:0007176; Orphanet:363976; MESH:D018212; HP:0011847; MEDGEN:64624; ONCOTREE:GCTB; GARD:13046; NCIT:C121932; DOID:4305; SCTID:697970009; UMLS:C0206638	tumor|cancer	oncology | orthopaedic	bone_disorder|blood_bone_marrow_disorder|spinal_disorder
MONDO:0012892	bone fragility with contractures, arterial rupture, and deafness	A rare, genetic disease, caused by lack of lysyl hydrohylase 3 (LH3) activity, characterized by multiple tissue and organ involvement, including skeletal abnormalities (club foot, progressive scoliosis, osteopenia, pathologic fractures), ocular involvement (flat retinae, myopia, cataracts) and hair, nail and skin anomalies (coarse, abnormally distributed hair, skin blistering, reduced palmar creases, hypoplastic nails). Patients also present intrauterine growth retardation, facial dysmorphism (flat facial profile, low-set ears, shallow orbits, short and upturned nose, downturned corners of mouth) and joint flexion contractures. Growth and developmental delay, bilateral sensorineural deafness, friable diaphragm and later-onset spontaneous vascular ruptures are additional reported features.	bone fragility with contractures, arterial rupture, and deafness; bone fragility-contractures-arterial rupture-deafness syndrome; connective tissue disorder due to LH3 deficiency; connective tissue disorder due to lysyl hydroxylase-3 deficiency	mondo:rare; mondo:orphanet_rare; mondo:ordo_disorder; mondo:gard_rare; mondo:nord_rare; mondo:otar	MESH:C567320; Orphanet:300284; SCTID:763318007; OMIM:612394; MEDGEN:382811; GARD:17362; UMLS:C2676285	neurodegenerative_disease|metabolic_disorder|autoimmune_diseases	genetics_and_genomics | rheumatology | otolaryngology	bone_disorder | joint_disorder | vascular_disorder
MONDO:0002619	bone fibrosarcoma	A usually aggressive malignant neoplasm arising from the bone. It is characterized by the presence of spindle-shaped fibroblasts and collagenous stroma formation in a herringbone growth pattern.	bone fibrosarcoma; bone tissue fibrosarcoma (disease); fibrosarcoma of bone; fibrosarcoma of the bone	mondo:otar; mondo:rare; mondo:gard_rare	NCIT:C6604; MEDGEN:404782; DOID:3354; UMLS:C2733623	cancer|bone_cancer|sarcoma	oncology|orthopaedic	bone_disorder|blood_bone_marrow_disorder|spinal_disorder|muscle_disorder
MONDO:0003945	bone epithelioid hemangioma	A locally aggressive hemangioma that arises from the bone. It is characterized by the presence of epithelioid endothelial cells.	bone epithelioid hemangioma; epithelioid hemangioma of bone; hemangioma of bone; bone epithelioid angioma; epithelioid hemangioma of the bone; osseous hemangioma; epithelioid angioma of bone; osseous epithelioid angioma; epithelioid angioma of the bone; osseous epithelioid hemangioma	mondo:inferred_rare; mondo:rare	NCIT:C5396; MEDGEN:231951; DOID:6610; UMLS:C1332575	cancer | tumor	hematology | oncology | orthopaedic	bone_disorder | bone_marrow_disorder | vascular_disorder
MONDO:0008878	bone dysplasia, lethal Holmgren type	Bone dysplasia lethal Holmgren type (BDLH) is a lethal bone dysplasia characterized at birth by low birth weight, a rhizomelic dwarfism, bent femora and short chest producing asphyxia. It was described in three siblings from healthy, non-consanguineous parents of Finnish and in four siblings from non-consanguineous parents of French origin with no family history of dwarfism. The initial cases could have been diagnosed as Desbuquois syndrome, or a recessive Larsen syndrome. There has been no further description of BDLH in the literature since 1988.	autosomal recessive lethal chondrodysplasia, round femoral inferior epiphysis type	mondo:nord_rare; mondo:ordo_malformation_syndrome; mondo:rare; mondo:ordo_disorder; mondo:otar; mondo:orphanet_rare; mondo:gard_rare	Orphanet:1842; OMIM:211120; MESH:C565896; GARD:922; SCTID:732249002; MEDGEN:347872; UMLS:C1859407	metabolic_disorder | neurodegenerative_disease	genetics_and_genomics | orthopaedic | pediatric	bone_disorder|blood_bone_marrow_disorder
MONDO:0022587	bone dysplasia corpus callosum agenesis			mondo:rare; mondo:obsoletion_candidate; mondo:gard_rare	GARD:921	neurodegenerative_disease | metabolic_disorder	neurology|genetics_and_genomics|pediatric	bone_disorder | brain_disorder
MONDO:0022586	bone dysplasia Moore type			mondo:rare; mondo:obsoletion_candidate; mondo:gard_rare	GARD:923	"metabolic_disorder | genetic disorder | anemia 

 Corrected to: 
 metabolic_disorder | anemia"	genetics_and_genomics | orthopaedic | pediatric	bone_disorder | joint_disorder
MONDO:0002617	bone angiosarcoma	A high-grade malignant vascular neoplasm that arises from the bone. It is characterized by the presence of neoplastic cells with endothelial differentiation.	osseous angiosarcoma; osseous angioendothelial sarcoma; osseous hemangiosarcoma; bone angioendothelial sarcoma; bone angiosarcoma; bone tissue angiosarcoma (disease); bone Hemangioendothelial sarcoma; angiosarcoma (disease) of bone tissue; bone hemangiosarcoma	mondo:rare; mondo:gard_rare	UMLS:C1332574; NCIT:C6479; MEDGEN:231448; DOID:3351	cancer | cancer	oncology|orthopaedic	bone_disorder|blood_bone_marrow_disorder|vascular_disorder
MONDO:0000513	bone ameloblastoma	A ameloblastoma that involves the bone tissue.	ameloblastoma of bone tissue; bone tissue ameloblastoma	mondo:rare; mondo:gard_rare	DOID:0050895	cancer | bone cancer	oncology|orthopaedic	bone_disorder | bone_marrow_disorder | joint_disorder
MONDO:0100501	body-stalk anomaly	A very rare anomaly (1 in 14,000 to 42,000 pregnancies; 1 in 7500 fetuses from 10 to 14 weeks of gestation) characterized by a complex anomaly of the anterior abdominal wall, severe kyphoscoliosis, rudimentary umbilical cord, and anatomical defects of the pelvis and lower limbs.	body stalk complex; body stalk anomaly; BSA	mondo:gard_rare; mondo:rare		adrenal_gland_disease | metabolic_disorder | cancer	pediatric | genetics_and_genomics	spinal_disorder | bone_disorder
MONDO:0012570	body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency is a very rare genetic skin disease characterized by severe skin laxity affecting the trunk and limbs.	pseudoxanthoma elasticum-like syndrome; PXE-like syndrome	mondo:otar; mondo:nord_rare; mondo:rare; mondo:gard_rare; mondo:orphanet_rare; mondo:ordo_disorder	GARD:16796; Orphanet:91135; OMIM:610842; MEDGEN:332067; UMLS:C1835813; SCTID:717941005; MESH:C563654	metabolic disorder | anemia	dermatology | hematology | genetics_and_genomics | hepatology	liver_disorder | skin_disorder | vascular_disorder
MONDO:0850100	body integrity dysphoria			mondo:rare; mondo:orphanet_rare; mondo:nord_rare; mondo:gard_rare; mondo:ordo_disorder	icd11.foundation:256572629; Orphanet:623789; GARD:22496; MEDGEN:1626910; UMLS:C4546282	mental_health_disorder | neurodegenerative_disease	neurology | psychiatry	spinal_disorder | muscle_disorder
MONDO:0000690	body dysmorphic disorder	Preoccupations with appearance or self-image causing significant distress or impairment in important areas of functioning.	dysmorphophobia; body dysmorphia; dysmorphic syndrome	mondo:icd10_billable	DOID:0060163; ICD10CM:F45.22; UMLS:C0005887; icd11.foundation:731724655; MEDGEN:2302; MESH:D057215; SCTID:83482000	mental_health_disorder | mental_health_disorder	psychiatry | psychology	skin_disorder | mental_health_disorder
MONDO:0022011	bobble-head doll syndrome	Bobble-head doll syndrome (BHDS) is a rare neurological condition thatis typically first seen in childhood. The signs and symptoms of BHDS includecharacteristic up and downhead movements that increase during walking and excitement and decrease during concentration.Although the specific cause of this condition is unknown, BHDS is often seen with cysts in the third ventricle of the brain that alsocause hydrocephalus (water on the brain). Treatment for BHDS may involve surgical removal of the cyst causing the condition or using a shunt to drain excess water on the brain.			UMLS:C2931137; MEDGEN:443985; MESH:C536241	neurodegenerative_disease|mental_health_disorder|autoimmune_diseases	neurology|pediatric	muscle_disorder|brain_disorder
MONDO:0003723	blunt duct adenosis of breast	Breast adenosis characterized by the presence of ducts with distended lumen and columnar cell metaplasia.	blunt duct adenosis of the breast; breast blunt duct adenosis		NCIT:C6941; DOID:5996	cancer | inflammatory_disease	oncology | obstetrics_and_gynecology	reproductive_system_disorder | lymphatic_disorder | immune_disorder
MONDO:0001883	blue toe syndrome	A condition that is caused by recurring atheroembolism in the lower extremities. It is characterized by cyanotic discoloration of the toes, usually the first, fourth, and fifth toes. Discoloration may extend to the lateral aspect of the foot. Despite the gangrene-like appearance, blue toes may respond to conservative therapy without amputation.	trash foot; warfarin blue toe syndrome; purple toe syndrome		MEDGEN:66940; DOID:14121; MESH:D018438; UMLS:C0242645	metabolic_disorder | autoimmune_diseases | inflammatory_disease	orthopaedic | rheumatology	joint_disorder|bone_disorder|vascular_disorder
MONDO:0007203	blue rubber bleb nevus	Blue rubber bleb nevus (BRBNS) is a rare vascular malformation disorder with cutaneous and visceral lesions frequently associated with serious, potentially fatal bleeding and anemia.	BRBN; blue rubber bleb nevus; BRBNS; Blue Rubber Bleb Nevus syndrome; blue rubber bleb nevus syndrome; bean syndrome	mondo:ordo_malformation_syndrome; mondo:rare; mondo:nord_rare; mondo:otar; mondo:gard_rare; mondo:orphanet_rare; mondo:ordo_disorder	OMIM:112200; NANDO:2201027; UMLS:C0346072; NCIT:C4486; SCTID:254784002; GARD:5940; NORD:865; MESH:C536240; MEDGEN:83401; Orphanet:1059	neurocutaneous_syndrome | congenital_condition | vascular_anomaly	dermatology | genetics_and_genomics | pediatric | dermatology	skin_disorder | vascular_disorder
MONDO:0006680	blue nevus	An intradermal nevus characterized by the presence of benign pigmented dendritic spindle-shaped melanocytes. It most frequently occurs in the skin of the distal upper extremities, followed by the lower extremities, scalp, face, and buttocks. It usually presents as a single blue or blue-black papular lesion less than 1cm in diameter. Simple excision is usually curative.	blue skin Nevus; blue Nevus of the skin; blue nevus; blue Nevus of skin	mondo:otar	SCTID:254806009; UMLS:C0206736; MEDGEN:104930; EFO:1000841; MedDRA:10062788; ICDO:8780/0; NCIT:C3803; MESH:D018329	neurocutaneous_disease | cancer	dermatology | oncology	skin_disorder | other
MONDO:0011358	blue nevi, familial multiple		blue nevi, familial multiple		MEDGEN:400340; MESH:C566346; OMIM:603670; UMLS:C1863617	neurodegenerative_disease | cancer	dermatology|genetics_and_genomics	blood_bone_marrow_disorder | skin_disorder | vascular_disorder
MONDO:0008877	blue diaper syndrome	Blue Diaper syndrome is a hereditary metabolic disorder characterized by hypercalcaemia with nephrocalcinosis and indicanuria.	familial hypercalcemia-nephrocalcinosis-indicanuria syndrome; blue diaper syndrome; Drummond syndrome	mondo:nord_rare; mondo:rare; mondo:ordo_disorder; mondo:otar; mondo:orphanet_rare; mondo:gard_rare	MEDGEN:75685; Orphanet:94086; icd11.foundation:292681007; MESH:C536239; OMIM:211000; NORD:864; UMLS:C0268478; SCTID:59531002; GARD:5939	autoimmune_diseases|metabolic_disorder	pediatric | allergy_and_immunology | genetics_and_genomics	liver_disorder | immune_disorder
MONDO:0010563	blue cone monochromacy	Blue cone monochromatism (BCM) is a recessive X-linked disease characterized by severely impaired color discrimination, low visual acuity, nystagmus, and photophobia, due to dysfunction of the red (L) and green (M) cone photoreceptors. BCM is as an incomplete form of achromatopsia.	blue cone monochromatism; X-linked incomplete achromatopsia; colour blindness, blue monocone monochromatic type; S cone monochromatism; blue cone monochromacy; atypical X-linked achromatopsia; S cone monochromacy; color blindness, blue monocone monochromatic type; blue cone monochromacy, X-linked recessive	mondo:ordo_disorder; mondo:otar; mondo:rare; mondo:nord_rare; mondo:gard_rare; mondo:orphanet_rare	GARD:917; MEDGEN:87386; MESH:C536238; Orphanet:16; UMLS:C0339537; OMIM:303700; DOID:0050679; SCTID:24704003	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases	neurology | genetics_and_genomics | ophthalmology	eye_disorder|brain_disorder
MONDO:0008610	blue color blindness	Tritanopia is an extremely rare form of color blindness characterized by a selective deficiency of blue vision.	tritan color blindness; congenital tritanopia; tritan defect; tritanopia; tritan colour blindness; blue color blindness	mondo:gard_rare; mondo:rare; mondo:nord_rare; mondo:otar; mondo:orphanet_rare; mondo:ordo_disorder	Orphanet:88629; MEDGEN:57827; OMIM:190900; DOID:11661; ICD9:368.53; SCTID:51886007; GARD:16768; UMLS:C0155017	neurodegenerative_disease | autoimmune_diseases	neurology | ophthalmology	eye_disorder|brain_disorder
MONDO:0030986	blistering, acantholytic, of oral and laryngeal mucosa		ABOLM		MEDGEN:1785588; OMIM:619226; UMLS:C5543184	autoimmune_diseases | inflammatory_disease	dermatology | otolaryngology	skin_disorder | throat_disorder | immune_disorder
MONDO:0012907	blindness - scoliosis - arachnodactyly syndrome	This syndrome associates progressive visual loss with scoliosis or kyphoscoliosis and arachnodactyly of the fingers and toes.		mondo:ordo_malformation_syndrome; mondo:gard_rare; mondo:orphanet_rare; mondo:rare; mondo:ordo_disorder	MEDGEN:436640; OMIM:612445; SCTID:717920004; MESH:C567309; UMLS:C2676234; Orphanet:171844; GARD:17070	neurodegenerative_disease | autoimmune_diseases | metabolic_disorder	neurology | ophthalmology | orthopaedic	eye_disorder|spinal_disorder
MONDO:0005673	blind loop syndrome	A disorder affecting the small intestine. It is caused by the stasis of food and subsequent overgrowth of bacteria in a portion of the small intestine that is unintentionally bypassed as a complication of abdominal surgery or as a sequela of gastrointestinal disorders which impede effective motility. Clinical signs include bloating, abdominal pain, diarrhea and weight loss. If untreated, the clinical course progresses to malabsorption of fats, vitamin B12 and calcium, the latter which predisposes to nephrolithiasis and osteoporosis.	stasis syndrome; stasis (blind loop) syndrome; blind loop syndrome; bacterial overgrowth syndrome	mondo:otar	EFO:0007175; DOID:10606; SCTID:66379009; MESH:D001765; ICD9:579.2; MEDGEN:600; NCIT:C34431; icd11.foundation:1719064637; UMLS:C0005750	metabolic_disorder | inflammatory_disease | autoimmune_diseases	gastroenterology | hepatology | pulmonology	lower_gastrointestinal_disorder | liver_disorder | upper_gastrointestinal_disorder
MONDO:0001360	blind hypotensive eye				DOID:11766; MEDGEN:509659; UMLS:C0154788; ICD9:360.41; SCTID:23360000	cardiovascular_disorder | adrenal_gland_disease	neurology|ophthalmology	eye_disorder|vascular_disorder
MONDO:0001363	blind hypertensive eye				UMLS:C0154789; MEDGEN:509660; ICD9:360.42; SCTID:264008; DOID:11776	cardiovascular_disorder | metabolic_disorder | inflammatory_disease	cardiology | ophthalmology | renal medicine	eye_disorder|vascular_disorder
MONDO:0019772	blepharospasm-oromandibular dystonia syndrome	Blepharospasm-oromandibular dystonia, also called Meige dystonia or Meige syndrome is a focal dystonia involving symmetrical benign essential blepharospasm (BEB) and oromandibular dystonia.	Meige Syndrome; Meige dystonia; Meige syndrome	mondo:orphanet_rare; mondo:gard_rare; mondo:rare; mondo:ordo_disorder; mondo:otar; mondo:nord_rare	NORD:1425; SCTID:230325003; MEDGEN:44341; DOID:3982; GARD:7008; Orphanet:93964; UMLS:C0025183; MESH:D008538	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | genetics_and_genomics	muscle_disorder|brain_disorder
MONDO:0007202	blepharoptosis-myopia-ectopia lentis syndrome	This syndrome is characterized by bilateral congenital blepharoptosis, ectopia lentis and high myopia.		mondo:rare; mondo:otar; mondo:gard_rare; mondo:orphanet_rare; mondo:ordo_disorder	MESH:C536236; UMLS:C1862259; MEDGEN:400006; OMIM:110150; SCTID:717915004; GARD:912; Orphanet:1259	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	genetics_and_genomics | ophthalmology | pediatric	eye_disorder|muscle_disorder
MONDO:0015256	blepharoptosis-cleft palate-ectrodactyly-dental anomalies syndrome		Rodini-Richieri Costa syndrome	mondo:obsoletion_candidate; mondo:ordo_malformation_syndrome	Orphanet:1258	metabolic_disorder | congenital_disorder | developmental_disorder	genetics_and_genomics | pediatric | ophthalmology | otolaryngology	eye_disorder | teeth_disorder
MONDO:0008875	blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome is characterized by the association of blepharophimosis and ptosis, V-esotropia, and weakness of extraocular and frontal muscles with syndactyly of the toes, short stature, prognathism, and hypertrophy and fusion of the eyebrows. It has been described in six members of three related families. Transmission is autosomal recessive.	Frydman-Cohen-Karmon syndrome	mondo:nord_rare; mondo:ordo_malformation_syndrome; mondo:ordo_disorder; mondo:rare; mondo:otar; mondo:gard_rare; mondo:orphanet_rare	UMLS:C1859432; MESH:C536235; MEDGEN:347880; SCTID:717914000; Orphanet:2057; GARD:905; OMIM:210745	metabolic disorder | genetic_disorder | developmental_disorder	genetics_and_genomics | pediatric | ophthalmology | orthopaedic	eye_disorder|joint_disorder|muscle_disorder
MONDO:0035525	blepharophimosis-ptosis-epicanthus inversus syndrome type 2		BPES type 2; blepharophimosis-ptosis-epicanthus inversus syndrome without premature ovarian failure	mondo:gard_rare; mondo:nord_rare; mondo:otar; mondo:rare; mondo:ordo_subtype_of_a_disorder	GARD:10213; Orphanet:572361; UMLS:C5680363; MEDGEN:1842581	adrenal_gland_disease | autoimmune_diseases | inflammatory_disease	genetics_and_genomics | ophthalmology | pediatric	eye_disorder | other
MONDO:0035524	blepharophimosis-ptosis-epicanthus inversus syndrome type 1		BPES type 1; blepharophimosis-ptosis-epicanthus inversus syndrome with premature ovarian failure	mondo:gard_rare; mondo:nord_rare; mondo:rare; mondo:ordo_subtype_of_a_disorder	Orphanet:572354; GARD:18008; MEDGEN:1843155; UMLS:C5680365	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	genetics_and_genomics | ophthalmology | pediatric	eye_disorder | skin_disorder | muscle_disorder
MONDO:0035521	blepharophimosis-ptosis-epicanthus inversus syndrome plus		BPES plus; 3q23 microdeletion syndrome	mondo:rare; mondo:orphanet_rare; mondo:nord_rare; mondo:gard_rare; mondo:ordo_disorder	Orphanet:572333; UMLS:C5437588; MEDGEN:1761196; GARD:22312	metabolic_disorder | autoimmune_diseases | inflammatory_disease	neurology | genetics_and_genomics | pediatric	eye_disorder | eye_disorder
MONDO:0035707	blepharophimosis-intellectual disability syndrome/genitopatellar overlap syndrome			mondo:rare; mondo:orphanet_rare; mondo:nord_rare; mondo:gard_rare; mondo:ordo_disorder	Orphanet:597746; GARD:22398; UMLS:C5681588; MEDGEN:1842711	neurodegenerative_disease | metabolic_disorder	pediatric | genetics_and_genomics | neurology	eye_disorder | brain_disorder | reproductive_system_disorder
MONDO:0859139	blepharophimosis-impaired intellectual development syndrome		SMARCA2-related blepharophimosis-intellectual disability syndrome	mondo:gard_rare; mondo:orphanet_rare; mondo:rare; mondo:ordo_disorder	OMIM:619293; Orphanet:637013; UMLS:C5443984; DOID:0081442; MEDGEN:1779966	neurodegenerative_disease | metabolic_disorder | mental_health_disorder	genetics_and_genomics | neurology | pediatric	eye_disorder | brain_disorder
MONDO:0016859	blepharophimosis-epicanthus inversus-ptosis due to copy number variations	Blepharophimosis - epicanthus inversus - ptosis (BPES) due to polyA expansion is a form of BPES, characterized by the classical eyelid malformation (blepharophimosis, ptosis, epicanthus inversus, and telecanthus) which may be associated with a mild ovarian involvement.	blepharophimosis types 1 and 2 due to copy number variations; blepharophimosis-epicanthus inversus-ptosis due to a CNV	mondo:rare; mondo:ordo_etiological_subtype; mondo:obsoletion_candidate; mondo:gard_rare	Orphanet:261579	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | ophthalmology | pediatric	eye_disorder|muscle_disorder|spinal_disorder
MONDO:0016858	blepharophimosis-epicanthus inversus-ptosis due to a point mutation syndrome	Blepharophimosis-epicanthus inversus-ptosis (BPES) due to a point mutation is a form of BPES, characterized by the classical eyelid malformation (blepharophimosis, ptosis, epicanthus inversus, and telecanthus) which may be accompanied by growth retardation and primary ovary failure.	blepharophimosis types 1 and 2 due to a point mutation	mondo:ordo_etiological_subtype; mondo:rare; mondo:obsoletion_candidate; mondo:gard_rare	Orphanet:261572	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases	genetics_and_genomics | ophthalmology | pediatric	eye_disorder|muscle_disorder|reproductive_system_disorder
